His rheumy eyes began to cloud.	A sus ojos rheumy comenzó a nube.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
A pucker of the lips.	Un pucker de los labios.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The ADB's forecast of 7.5 per cent economic growth in Asia for 2011/12 now faced "risks on the downside" because of the threat from Europe.	Las previsiones del BAD del 7,5% de crecimiento económico en Asia para 2011 / 12 enfrenta ahora "los riesgos en el lado negativo" por la amenaza de Europa.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
I insisted that I didn't agree with everything Mrs Thatcher said.	Insistí en que no estaba de acuerdo con todo lo que dijo la Sra. Thatcher.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
If you're bored and use that energy to play guitar and cook, it will make you happy.	Si estás aburrido y utilizar esa energía a tocar la guitarra y cocinar, le hará feliz.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
We all experience boredom at some points - my flight delay, a droning speaker, a particularly tedious movie.	Todos experimentamos el aburrimiento en algunos puntos - mi vuelo demora, una lata orador, una película particularmente tediosa.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
It is the world's most strict regime for the packaging of tobacco.	Es el régimen del mundo más estrictas para el envasado de tabaco.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Residents credit him with boosting tourism in the resort and building infrastructure.	Los residentes le crédito con impulsar el turismo en el recurso y la construcción de infraestructuras.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
It contains few big names, major treaties or famous battles; there are almost no ambassadors, dashing journalists or discussions of tactics and materiel.	Contiene algunos grandes nombres, los principales tratados o famosas batallas; casi no hay embajadores, corriendo periodistas o debates de tácticas y material.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
There's an awful lot of questions.	Hay un montón de preguntas.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
P.S. 36"s budget was cut by 3.26 percent this year, and it also lost money when the city changed the way it calculates the extra financing for each poor student schools enroll.	P. 36 "recorte del presupuesto del 3,26% este año, y también ha perdido dinero cuando la ciudad cambió la forma en que se calcula que la financiación adicional para cada estudiante pobre escuelas apuntar.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
As the community affairs officers moved into the park in their light-blue windbreakers, many protesters simply gathered their belongings and left.	Como los asuntos comunitarios oficiales se trasladaron al parque en su color azul claro windbreakers, muchos manifestantes simplemente se reunieron sus pertenencias y de izquierda.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Someone might use lots of "qualifying language" when answering a hard question: " Well ... to tell you the truth ... as far as I know ... to the best of my knowledge."	Alguien podría utilizar lotes de "calificar la lengua" al responder a una pregunta difícil: "Bueno... para decirle la verdad... por lo que sé... a lo mejor de mi conocimiento".	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The only people who were aware of them going into Zuccotti Park were at the very highest levels of the department.	Las únicas personas que eran conscientes de ellos entrar en Zuccotti Park fueron a los más altos niveles del departamento.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
LaBelle's lawyer and representatives did not return calls for comment.	El abogado de Labelle y representantes no regresar pide observación.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Following the death of Steve Jobs on Oct. 5, there were some who compared him to Henry Ford - singling out the tech genius as the Great Modern Inventor.	Tras la muerte de Steve Jobs en octubre. 5, hubo algunos que frente a él a Henry Ford - singularización la tecnología genio como la Gran Modern inventor.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The county's district attorney, Pete Hautzinger, supported that decision, but also decided not to dismiss all of the pending possession cases.	El fiscal de distrito del condado, Pete Hautzinger, apoyó esa decisión, pero también decidió no despedir a todos los casos pendientes de la posesión.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Yes, ran, because I had been subject to systematic bullying and intimidation.	Sí, corrió, porque había sido objeto de acoso e intimidación sistemática.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
You'd better know if someone normally taps their foot all the time so you don't make unjust accusations when you see foot-tapping in the middle of the meeting.	Mejor le gustaría saber si alguien normalmente sus grifos de pie todo el tiempo para que usted no hacen injustas acusaciones cuando vemos foot-tapping en medio de la reunión.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
"There's no real precedent for us to follow," he said.	"No hay verdadero precedente para nosotros para seguir", dijo.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Working on only 30 days of credit, he had to figure out both the assembly and delivery of the finished devices.	Trabajando en sólo 30 días de crédito, había que buscar tanto el montaje y la entrega de los dispositivos acabados.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Several cities in Colorado are not waiting for federal authorities to act.	En varias ciudades de Colorado no esperan que las autoridades federales para actuar.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
As President Pena Nieto receives the sash on Saturday, it comes with a heavy responsibility.	Como el Presidente Peña Nieto recibe la faja el sábado, viene con una gran responsabilidad.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
The suit alleges that Gates and Rumsfeld failed to curtail widespread rape within the military, in violation of soldiers" constitutional rights.	La demanda alega que Gates y Rumsfeld no limitar la violación generalizada dentro de los militares, en violación de los soldados "derechos constitucionales.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
Rajat Nag, the managing director of the Manila-based ADB, said the world's two fastest-growing large economies had to "do all they can" to speed the recovery of the the currency bloc either through the International Monetary Fund or direct bilateral arrangements.	Rajat Nag, el director gerente del ADB con sede en Manila, dijo que las dos grandes economías con más rápido crecimiento del mundo tuvieron que "hacer todo lo posible" para acelerar la recuperación de la moneda del bloque a través del Fondo Monetario Internacional o acuerdos bilaterales directos.	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)	WMT13 translation task (http://www.statmt.org/wmt13/translation-task.html)
